school_name,latitude,longitude
CHIJ OUR LADY OF THE NATIVITY,1.37330297140128,103.897575728303
CHIJ OUR LADY QUEEN OF PEACE,1.366603668561,103.767412204602
CHIJ PRIMARY (TOA PAYOH),1.33275263726147,103.841847268953
CHIJ ST. NICHOLAS GIRLS' SCHOOL,1.37347687878916,103.834253269436
CHONGFU SCHOOL,1.43839562897006,103.839309173817
CHONGZHENG PRIMARY SCHOOL,1.35070739237744,103.951399541868
CHUA CHU KANG PRIMARY SCHOOL,1.37760828302593,103.741270440945
CLEMENTI PRIMARY SCHOOL,1.31506321827875,103.763144493687
COMPASSVALE PRIMARY SCHOOL,1.39443093598545,103.897904958974
CONCORD PRIMARY SCHOOL,1.38000806197242,103.736225440727
CORPORATION PRIMARY SCHOOL,1.35099779872539,103.707593724342
DAMAI PRIMARY SCHOOL,1.33546106800406,103.921270169613
DAZHONG PRIMARY SCHOOL,1.35906257616677,103.748122250254
DE LA SALLE SCHOOL,1.39479396035866,103.743123358084
EAST SPRING PRIMARY SCHOOL,1.35268400746357,103.961676849165
EDGEFIELD PRIMARY SCHOOL,1.40029783011552,103.907430523653
ELIAS PARK PRIMARY SCHOOL,1.37451269377776,103.945128117139
ENDEAVOUR PRIMARY SCHOOL,1.45388170417263,103.817174701639
EUNOS PRIMARY SCHOOL,1.32438836310047,103.904374791251
EVERGREEN PRIMARY SCHOOL,1.44415332824735,103.794577787757
FAIRFIELD METHODIST SCHOOL (PRIMARY),1.30100441916733,103.785455606827
FARRER PARK PRIMARY SCHOOL,1.31236856978581,103.850766162813
FENGSHAN PRIMARY SCHOOL,1.32980598760785,103.931710293058
FERN GREEN PRIMARY SCHOOL,1.39744694871873,103.88012374173
FERNVALE PRIMARY SCHOOL,1.38997939874565,103.874100979909
FIRST TOA PAYOH PRIMARY SCHOOL,1.34032298622598,103.855651157354
FRONTIER PRIMARY SCHOOL,1.3366431119298,103.699682818103
FUCHUN PRIMARY SCHOOL,1.43063975763573,103.778175192579
FUHUA PRIMARY SCHOOL,1.33659726465816,103.736089481883
GAN ENG SENG PRIMARY SCHOOL,1.28595540299542,103.815228209494
GEYLANG METHODIST SCHOOL (PRIMARY),1.31814416827374,103.883628501601
GONGSHANG PRIMARY SCHOOL,1.35711606790292,103.949144797277
GREENDALE PRIMARY SCHOOL,1.39646367174598,103.912450421018
GREENRIDGE PRIMARY SCHOOL,1.38593108948507,103.767803387989
GREENWOOD PRIMARY SCHOOL,1.4401104867196,103.804515180606
GUANGYANG PRIMARY SCHOOL,1.34604265945532,103.84928476911
HAIG GIRLS' SCHOOL,1.31194344271383,103.902902557195
HENRY PARK PRIMARY SCHOOL,1.31674735173514,103.784129850316
HOLY INNOCENTS' PRIMARY SCHOOL,1.36693830877349,103.894114899795
HONG WEN SCHOOL,1.32175581103999,103.857733816796
HORIZON PRIMARY SCHOOL,1.40000881091199,103.91307153053
HOUGANG PRIMARY SCHOOL,1.37737530954806,103.880900019698
KRANJI PRIMARY SCHOOL,1.39418496446376,103.747412309639
HUAMIN PRIMARY SCHOOL,1.42695886300879,103.844209671353
INNOVA PRIMARY SCHOOL,1.42927790140509,103.790592723808
JIEMIN PRIMARY SCHOOL,1.42760611127302,103.830401099055
JING SHAN PRIMARY SCHOOL,1.37196445720109,103.851763531681
JUNYUAN PRIMARY SCHOOL,1.34787050871599,103.939327626661
JURONG PRIMARY SCHOOL,1.34860020316068,103.733156560251
JURONG WEST PRIMARY SCHOOL,1.33971273175894,103.698743607058
JUYING PRIMARY SCHOOL,1.33902264667589,103.687769623983
KEMING PRIMARY SCHOOL,1.34552849960874,103.756449399351
KHENG CHENG SCHOOL,1.33728818369962,103.847141122849
KONG HWA SCHOOL,1.31094193836138,103.888259342632
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.34911457119752,103.854447659659
LAKESIDE PRIMARY SCHOOL,1.33837569571569,103.718096899655
LIANHUA PRIMARY SCHOOL,1.35416294645557,103.754130177522
MAHA BODHI SCHOOL,1.32858023873554,103.901306904157
MARIS STELLA HIGH SCHOOL,1.34148765509926,103.877853946625
MARSILING PRIMARY SCHOOL,1.43392876015922,103.773637073788
MARYMOUNT CONVENT SCHOOL,1.34036676987375,103.840021064426
MAYFLOWER PRIMARY SCHOOL,1.37614621670476,103.835805246743
MEE TOH SCHOOL,1.3946184538592,103.908589494228
MERIDIAN PRIMARY SCHOOL,1.37552831658484,103.934889078518
METHODIST GIRLS' SCHOOL (PRIMARY),1.33266213599636,103.783382114018
MONTFORT JUNIOR SCHOOL,1.37382444075979,103.889307782925
NAN CHIAU PRIMARY SCHOOL,1.39221149906592,103.891180928186
NAN HUA PRIMARY SCHOOL,1.31920159956387,103.761095065761
NANYANG PRIMARY SCHOOL,1.32084749904532,103.807750155296
NAVAL BASE PRIMARY SCHOOL,1.41629226758972,103.838858273963
NEW TOWN PRIMARY SCHOOL,1.29981138884057,103.799964819895
OPERA ESTATE PRIMARY SCHOOL,1.31931914436255,103.923788259248
NGEE ANN PRIMARY SCHOOL,1.30553224180437,103.917570005713
NORTH SPRING PRIMARY SCHOOL,1.38706146494859,103.903202683028
NORTH VIEW PRIMARY SCHOOL,1.42752327193727,103.848190787869
NORTH VISTA PRIMARY SCHOOL,1.38282243016299,103.895961877928
NORTHLAND PRIMARY SCHOOL,1.42096989918951,103.840928424929
NORTHOAKS PRIMARY SCHOOL,1.45660782030102,103.814196981329
NORTHSHORE PRIMARY SCHOOL,1.41813803336667,103.904416909742
OASIS PRIMARY SCHOOL,1.40462413200793,103.911120600638
PALM VIEW PRIMARY SCHOOL,1.38376923022123,103.891354675017
PARK VIEW PRIMARY SCHOOL,1.37738069854249,103.939541695654
PASIR RIS PRIMARY SCHOOL,1.37241870245531,103.962807212116
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.34947276268396,103.884971343143
PEI CHUN PUBLIC SCHOOL,1.33737358725951,103.855585578061
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.33805634613048,103.776106448614
PEI TONG PRIMARY SCHOOL,1.31619784883042,103.767599807694
PEIYING PRIMARY SCHOOL,1.41723339695904,103.830417090698
PIONEER PRIMARY SCHOOL,1.34883617453427,103.695003812477
POI CHING SCHOOL,1.35765122315688,103.935246477199
PRINCESS ELIZABETH PRIMARY SCHOOL,1.349203512653,103.74101964471
PUNGGOL COVE PRIMARY SCHOOL,1.41159891873961,103.898804620697
PUNGGOL GREEN PRIMARY SCHOOL,1.40174026303645,103.89873007019
PUNGGOL PRIMARY SCHOOL,1.37779451191095,103.894506933668
PUNGGOL VIEW PRIMARY SCHOOL,1.40510275305742,103.905234835236
QIFA PRIMARY SCHOOL,1.31325113867272,103.756743261958
QIHUA PRIMARY SCHOOL,1.44203596557592,103.788339762066
QUEENSTOWN PRIMARY SCHOOL,1.29552905587752,103.807648475656
RADIN MAS PRIMARY SCHOOL,1.27495823622634,103.824188270373
RAFFLES GIRLS' PRIMARY SCHOOL,1.3294042600012,103.806442915912
RED SWASTIKA SCHOOL,1.33324297847732,103.934332314404
RIVER VALLEY PRIMARY SCHOOL,1.2942232846169,103.835815165829
RIVERSIDE PRIMARY SCHOOL,1.44704733609149,103.801938959313
RIVERVALE PRIMARY SCHOOL,1.39333506298213,103.904545253288
ROSYTH SCHOOL,1.37289067499064,103.875001549174
RULANG PRIMARY SCHOOL,1.34673868889096,103.718457955487
SEMBAWANG PRIMARY SCHOOL,1.4450436428697,103.82102151409
SENG KANG PRIMARY SCHOOL,1.38925044778224,103.899527879229
SENGKANG GREEN PRIMARY SCHOOL,1.39283924999573,103.875158826938
SHUQUN PRIMARY SCHOOL,1.34760285244673,103.721459527674
SI LING PRIMARY SCHOOL,1.43269985645119,103.785778778523
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,1.3206340835184,103.828164966953
SOUTH VIEW PRIMARY SCHOOL,1.38143123987698,103.747153671
SPRINGDALE PRIMARY SCHOOL,1.39495818021916,103.889896508672
ST. ANDREW'S JUNIOR SCHOOL,1.33140255308868,103.865117134385
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1.3347253730189,103.941234868202
ST. ANTHONY'S PRIMARY SCHOOL,1.36411948475833,103.749251919049
ST. GABRIEL'S PRIMARY SCHOOL,1.34947192653862,103.862561037707
ST. HILDA'S PRIMARY SCHOOL,1.34938565036336,103.937007133662
ST. JOSEPH'S INSTITUTION JUNIOR,1.31772860986913,103.845611935235
ST. MARGARET'S PRIMARY SCHOOL,1.32439150290682,103.881624837373
ST. STEPHEN'S SCHOOL,1.31878997295135,103.917258129598
STAMFORD PRIMARY SCHOOL,1.30385959862559,103.856955133139
TAMPINES NORTH PRIMARY SCHOOL,1.36048786025607,103.948768900518
TAMPINES PRIMARY SCHOOL,1.3504863946694,103.943573098509
TANJONG KATONG PRIMARY SCHOOL,1.30498489044822,103.899999965407
TAO NAN SCHOOL,1.30460898085751,103.911502213437
TECK GHEE PRIMARY SCHOOL,1.36565018546903,103.851009800453
TECK WHYE PRIMARY SCHOOL,1.38364996834457,103.753291857016
TELOK KURAU PRIMARY SCHOOL,1.33104585441349,103.910934011337
TEMASEK PRIMARY SCHOOL,1.31770677551333,103.945590669163
TOWNSVILLE PRIMARY SCHOOL,1.35994649477568,103.853768994775
UNITY PRIMARY SCHOOL,1.40285481877246,103.746822625758
VALOUR PRIMARY SCHOOL,1.40686202016291,103.899078423093
WATERWAY PRIMARY SCHOOL,1.39882800626578,103.918621581556
WELLINGTON PRIMARY SCHOOL,1.45189083282189,103.822341940714
WEST GROVE PRIMARY SCHOOL,1.3448790560014,103.699286360581
WEST SPRING PRIMARY SCHOOL,1.38907145830758,103.766075434817
WEST VIEW PRIMARY SCHOOL,1.3836758200336,103.760240434318
WESTWOOD PRIMARY SCHOOL,1.34715462510442,103.700526720098
WHITE SANDS PRIMARY SCHOOL,1.36555714668553,103.960918869319
WOODGROVE PRIMARY SCHOOL,1.43310340168966,103.790604437613
WOODLANDS PRIMARY SCHOOL,1.43655108594232,103.791570546509
WOODLANDS RING PRIMARY SCHOOL,1.43485179380236,103.79741434351
XINGHUA PRIMARY SCHOOL,1.35790893589535,103.890472887906
XINGNAN PRIMARY SCHOOL,1.34254744877694,103.687950252103
XINMIN PRIMARY SCHOOL,1.37176798317468,103.88280991785
XISHAN PRIMARY SCHOOL,1.43347186925064,103.837755319448
YANGZHENG PRIMARY SCHOOL,1.34864575840923,103.868595527042
YEW TEE PRIMARY SCHOOL,1.39672603497195,103.751817992962
YIO CHU KANG PRIMARY SCHOOL,1.37793264345276,103.885643682171
YISHUN PRIMARY SCHOOL,1.43338602975674,103.834087115915
YU NENG PRIMARY SCHOOL,1.33388930344069,103.932144857355
YUHUA PRIMARY SCHOOL,1.34291981622016,103.740861148879
YUMIN PRIMARY SCHOOL,1.35129177656981,103.950461927088
ZHANGDE PRIMARY SCHOOL,1.28421153855474,103.825951884637
ZHENGHUA PRIMARY SCHOOL,1.37972100441473,103.769118494651
ZHONGHUA PRIMARY SCHOOL,1.36020329705047,103.869762438084
